class_index,title,description,content,url,published_at,source,text,tech_pred,tech_score,prediction_confidence,is_uncertain,tech_category,tech_category_score,tech_category_score_gap,top2_category,top2_score
,airbyte-agent-salesforce 0.1.110,Airbyte Salesforce Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-salesforce/0.1.110/,2026-03-12T22:45:24Z,NewsAPI,airbyte-agent-salesforce 0.1.110. Airbyte Salesforce Connector for AI platforms,1,0.9982479725973755,0.996495945194751,False,Other Tech,0.8214961290359497,0.0025287866592407227,Cloud & Infrastructure,0.818967342376709
,airbyte-agent-shopify 0.1.68,Airbyte Shopify Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-shopify/0.1.68/,2026-03-12T22:45:22Z,NewsAPI,airbyte-agent-shopify 0.1.68. Airbyte Shopify Connector for AI platforms,1,0.9985936840748614,0.9971873681497228,False,Other Tech,0.8213845491409302,0.0040128231048583984,Security,0.8173717260360718
,airbyte-agent-tiktok-marketing 0.1.18,Airbyte Tiktok-Marketing Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-tiktok-marketing/0.1.18/,2026-03-12T22:45:19Z,NewsAPI,airbyte-agent-tiktok-marketing 0.1.18. Airbyte Tiktok-Marketing Connector for AI platforms,1,0.9977576037812064,0.9955152075624127,False,Other Tech,0.8258776664733887,0.00012028217315673828,Cloud & Infrastructure,0.8257573843002319
,airbyte-agent-greenhouse 0.17.112,Airbyte Greenhouse Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-greenhouse/0.17.112/,2026-03-12T22:45:18Z,NewsAPI,airbyte-agent-greenhouse 0.17.112. Airbyte Greenhouse Connector for AI platforms,1,0.999621332612883,0.999242665225766,False,Other Tech,0.8344908356666565,0.0038229823112487793,AI/ML,0.8306678533554077
,airbyte-agent-clickup-api 0.1.3,Airbyte Clickup-Api Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-clickup-api/0.1.3/,2026-03-12T22:45:05Z,NewsAPI,airbyte-agent-clickup-api 0.1.3. Airbyte Clickup-Api Connector for AI platforms,1,0.9985247417634486,0.9970494835268973,False,Other Tech,0.8267480134963989,0.007869362831115723,Mobile & Client Platforms,0.8188786506652832
,airbyte-agent-incident-io 0.1.7,Airbyte Incident-Io Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-incident-io/0.1.7/,2026-03-12T22:45:02Z,NewsAPI,airbyte-agent-incident-io 0.1.7. Airbyte Incident-Io Connector for AI platforms,1,0.9976523742550784,0.9953047485101567,False,Other Tech,0.8296242952346802,0.005848407745361328,DevOps & Platform Engineering,0.8237758874893188
,airbyte-agent-hubspot 0.15.119,Airbyte Hubspot Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-hubspot/0.15.119/,2026-03-12T22:45:01Z,NewsAPI,airbyte-agent-hubspot 0.15.119. Airbyte Hubspot Connector for AI platforms,1,0.9988874828814861,0.9977749657629722,False,Other Tech,0.8221580982208252,0.0015230774879455566,AI/ML,0.8206350207328796
,airbyte-agent-jira 0.1.108,Airbyte Jira Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-jira/0.1.108/,2026-03-12T22:44:59Z,NewsAPI,airbyte-agent-jira 0.1.108. Airbyte Jira Connector for AI platforms,1,0.9989415474311933,0.9978830948623867,False,Other Tech,0.8238130807876587,0.0029431581497192383,Security,0.8208699226379395
,airbyte-agent-orb 0.1.47,Airbyte Orb Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-orb/0.1.47/,2026-03-12T22:44:58Z,NewsAPI,airbyte-agent-orb 0.1.47. Airbyte Orb Connector for AI platforms,1,0.9996864726581516,0.9993729453163032,False,Other Tech,0.8327453136444092,0.006018638610839844,Cloud & Infrastructure,0.8267266750335693
,airbyte-agent-pylon 0.1.13,Airbyte Pylon Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-pylon/0.1.13/,2026-03-12T22:44:57Z,NewsAPI,airbyte-agent-pylon 0.1.13. Airbyte Pylon Connector for AI platforms,1,0.9991819103987218,0.9983638207974437,False,Other Tech,0.8254120945930481,0.012797176837921143,Security,0.812614917755127
,airbyte-agent-amazon-seller-partner 0.1.4,Airbyte Amazon-Seller-Partner Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-amazon-seller-partner/0.1.4/,2026-03-12T22:44:56Z,NewsAPI,airbyte-agent-amazon-seller-partner 0.1.4. Airbyte Amazon-Seller-Partner Connector for AI platforms,1,0.9963997693639465,0.992799538727893,False,Other Tech,0.8178755640983582,0.004298031330108643,Security,0.8135775327682495
,airbyte-agent-github 0.18.120,Airbyte Github Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-github/0.18.120/,2026-03-12T22:44:53Z,NewsAPI,airbyte-agent-github 0.18.120. Airbyte Github Connector for AI platforms,1,0.9992643310823415,0.998528662164683,False,Other Tech,0.8356229066848755,0.005552411079406738,AI/ML,0.8300704956054688
,airbyte-agent-mailchimp 0.1.72,Airbyte Mailchimp Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-mailchimp/0.1.72/,2026-03-12T22:44:49Z,NewsAPI,airbyte-agent-mailchimp 0.1.72. Airbyte Mailchimp Connector for AI platforms,1,0.9996217887456386,0.9992435774912771,False,Other Tech,0.8288619518280029,0.012510478496551514,Security,0.8163514733314514
,airbyte-agent-slack 0.1.81,Airbyte Slack Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-slack/0.1.81/,2026-03-12T22:44:46Z,NewsAPI,airbyte-agent-slack 0.1.81. Airbyte Slack Connector for AI platforms,1,0.9989688456531286,0.9979376913062572,False,Other Tech,0.8265423774719238,0.004999637603759766,AI/ML,0.8215427398681641
,airbyte-agent-twilio 0.1.3,Airbyte Twilio Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-twilio/0.1.3/,2026-03-12T22:44:44Z,NewsAPI,airbyte-agent-twilio 0.1.3. Airbyte Twilio Connector for AI platforms,1,0.9991010672684151,0.9982021345368302,False,Other Tech,0.8278647661209106,0.007882475852966309,DevOps & Platform Engineering,0.8199822902679443
,airbyte-agent-stripe 0.5.115,Airbyte Stripe Connector for AI platforms,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/airbyte-agent-stripe/0.5.115/,2026-03-12T22:44:44Z,NewsAPI,airbyte-agent-stripe 0.5.115. Airbyte Stripe Connector for AI platforms,1,0.9971919846894427,0.9943839693788854,False,Other Tech,0.8256370425224304,0.010326921939849854,Cloud & Infrastructure,0.8153101205825806
